"","X1","lyrics","song_id","song_name","artist_id","artist_name","song_lyrics_url","song_art_image_url","release_date","pageviews","annotation_count","artist_url","album_id","album_name","album_url","album_cover_art_url","album_release_date","num","rapper","song_type","person/band","real_name","hometown","active_at","date_of_birth"
"1",1,"Ankara ayazı ruhumu keser Bi' cebimde yok kapital Bi' cebimde kenevir tohumu Ayrancı, Cebeci, Kennedy yokuşu Kaybettim gene şu yolumu Kafam taşak gibi karnımız aç! N'apsak şimdi? Süpermarketten çalsak bi' şey; Sosis ve salam! Yerim, kafam düşer tekrar, tekrar ot ister canım Ah, polisten kaçın! (B-B-Bugy) Rap'in pavyonunda olurum Çubuklu Yaşar Manita tutulur bana, onu da öpemem lüzumsuz kaçar Atar atar gider, bebeler bebeler Takılır gecelerde, maymunluk yapar Gözü kızıl, gözü kara bebek Çözüp durdum, çözüm para demek O da bana ve de sana gerek Salak bebelerde karakter eksik Daha hanginizi adam edek? Yanaşır yılışık bahane seks Soyup soyar seni atar heves Yanında viski ve vodka ve afgan var hepsinin tadı nefis Karanlık çöktüğünde koktuğunda kömür sokak Şehrimin tadı ağzımda yine; is, pas, kir, kömür, plastik, çöplük, lastik, egzoz, esrar Karanlık çöktüğünde koktuğunda kömür sokak Şehrimin tadı ağzımda yine; is, pas, kir, kömür, plastik, çöplük, lastik, egzoz, esrar İs, pas, kir, kömür, plastik, çöplük, lastik, egzoz, esrar İs, pas, kir, kömür, plastik, çöplük, lastik, egzoz, esrar İs, pas, kir, kömür, plastik, çöplük, lastik, egzoz, esrar İs, pas, kir, kömür Tüm şehir bi' pavyon ve bizim paramız yok Şükür ki karnımız tok, şansımız çok olur elimiz floş Sadece dirsekten aşağımız bronz Kışımız soğuk olur, kırımız boz Kızımız hoş olur, hızlıdır çok Denizi var ama kıyısı yok Kuyumu kaz, ister ki kuyruğuma bas Kuyunuz kafama kuru, a basınız tuzunuz kuruda kurunuz yaş Suçluluk duygunuz surata yansır, bırakın yansın Kıralım kafa Ben de sözde kralım la', kralım lafta İnceyi anla, İncek'i İncesu'dan ayıran sistemi sik'im Hep size, hep size lan, biz de isteriz bi' şey Gençlerim işsiz de patronlar sizken sikeyim işi Kendi patronum benim, takım elbisemse kapşonum, berem Metropollerinde hapsolur gelen Ghettolar evinse hep sonun beter Ketum ol bebem Duyarlar, işine sokarlar çomak Çok ahkam kesenler çıkarlar korkak Hiç emek vermeden çıkarlar ortak Sen zannediyo'ken çıkarlar ortak Sonuna seni de tokatlar sokak Konular forumda bok atmak kolay Kokarken sokaklar düşersin boka İs, pas, kir, kömürde yaşarsın boşa Karanlık çöktüğünde koktuğunda kömür sokak Şehrimin tadı ağzımda yine; is, pas, kir, kömür, plastik, çöplük, lastik, egzoz, esrar Karanlık çöktüğünde koktuğunda kömür sokak Şehrimin tadı ağzımda yine; is, pas, kir, kömür, plastik, çöplük, lastik, egzoz, esrar İs, pas, kir, kömür, plastik, çöplük, lastik, egzoz, esrar İs, pas, kir, kömür, plastik, çöplük, lastik, egzoz, esrar İs, pas, kir, kömür, plastik, çöplük, lastik, egzoz, esrar İs, pas, kir, kömür",3105009,"Şehrimin Tadı",195369,"Ezhel","https://genius.com/Ezhel-sehrimin-tad-lyrics","https://images.genius.com/63a313b1f1b0750bf922f8e6ad59ecd7.960x960x1.jpg",2017-05-29,1041073,24,"https://genius.com/artists/Ezhel",347600,"Müptezhel","https://genius.com/albums/Ezhel/Muptezhel",NA,NA,1,1,"single","person","Ömer Sercan İpekçioğlu","Ankara","Ankara","1990-07-01"
"2",2,"Montumun cebinde yok kuruş Zıplıyor herkes kanguru sanki Full depo Taunus'um Bi' de kafamıza bass vurur ama yine yok Bu hayatın heyecanı meycanı yok Bu hayatın heyecanı meycanı yok Bu hayatın heyecanı meycanı yok, yok Hah! Kazan kazan yok kaybed'cek birimiz kaçarı yok Çocuk çok, yatarım yok, oynayan aç ayı yok Olmayan façası yok, kurtaran paçayı yok Gelecek için bir hedefin yok, yarının yok Hah! Temel güvenin yok, illegal, legal, düzenin yok Para kesesi yok, bekleme, rüzgarın esesi yok Her şey boş yere tasarı yok Bak büyüdüğün sokakta masalın yok Hah! Kollarından öte saranın yok Dirisin ya da ölü arafı yok Kapımın önünde polisler var Elinde silahla komiser var Üstümde, başımda kan izi var Önümde kocaman valizler var Bana tepeler, denizler dar Bi' de sırtımda keneler var Yarım kalır o şarkılar, bur'da Panda yok, Develer var Montumun cebinde yok kuruş Zıplıyor herkes kanguru sanki Full depo Taunus'um Bi' de kafamıza bass vurur ama yine yok Bu hayatın heyecanı meycanı yok Bu hayatın heyecanı meycanı yok Bu hayatın heyecanı meycanı yok, yok Montumun cebinde yok kuruş Zıplıyor herkes kanguru sanki Full depo Taunus'um Bi' de kafamıza bass vurur ama yine yok Bu hayatın heyecanı meycanı yok Bu hayatın heyecanı meycanı yok Bu hayatın heyecanı meycanı yok, yok Artık gerçeğin farkında herkes, kimse doymuyo' yerken Hayat en psycho mektep, yanacak kafan gençken Olacaklar hep elzem depresyon gettoya kısmet Ve de kaygıya saplanmış herkes mi zorlayan üstelik Yaşama sevincine el koyan denge Ve umutların er geç ölür Bi' de bakarsın her şey sönük Suça en yakın eksen görür Hızlı yaşayan erken ölür Biz yakarsak söndüremezler, geri döndüremezler Bizi heyecanlandıramıyorsa bi' şeyler artık öldüremezler Ah! Herkes delirmiş hiç etkinlikler etik değil Hep biz pisliklere itildik Bizi bitirmiş çelişki Ki bilemezdik ne işti Daha dur hele ne içtik? Tüm bilincini yitirmiş şehir kurtları tedirgin Montumun cebinde yok kuruş Zıplıyor herkes kanguru sanki Full depo Taunus'um Bi' de kafamıza bass vurur ama yine yok Bu hayatın heyecanı meycanı yok Bu hayatın heyecanı meycanı yok Bu hayatın heyecanı meycanı yok, yok Montumun cebinde yok kuruş Zıplıyor herkes kanguru sanki Full depo Taunus'um Bi' de kafamıza bass vurur ama yine yok Bu hayatın heyecanı meycanı yok Bu hayatın heyecanı meycanı yok Bu hayatın heyecanı meycanı yok, yok",3194991,"Heyecanı Yok",251630,"Gazapizm","https://genius.com/Gazapizm-heyecan-yok-lyrics","https://images.genius.com/ce01b7a34a63501dc7a6387c8547fdd8.640x640x1.jpg",2017-08-12,1013383,8,"https://genius.com/artists/Gazapizm",NA,NA,NA,NA,NA,2,1,"single","person","Anıl Acar","Elazığ","Izmir","1988-07-20"
"3",3,"(B-B-Bugy) Na-na-na-na-ah Geceler, geceler, geceler Ah Kırmızı fren, kırmızı bira Hırlısı hem hırsızı bir arada Kırmışım ben fıttırırken ""Geceler daha acımasız gündüzden."" der Gencebay Geceleğin hem dert, hem iş, hem eğ-eğlence var Duygularım karmakarışık uyanırım uykularımdan Uyuyamamak mı? Ki geceleri gece yapan buydu kanımca Takılırım şehrimin kuytularında Her yerde değişik huylu kadınlar, huysuz adamlar, şuursuz adımlar Dolaşırım beynimin uydularında Kulağını aç ve de duy bu yarından Önceki saat ganja ve kağıt Tüm gece dar hazır Bitmemiş daha gece işlerim var İzbelik sarmış şehrini bak Kendine espri yap, fazla iç geçmişi an Elimde hiçbir şey yok çünkü hiçbi' şey var Karanlıklardan doğar aydınlıklar Esrarın da etkisiyle ışık daha parlak Çekilir nefesler Karanlıktan yolum, yönüm, yıldızlar ve sesler Ay güneşten daha güzel Geceler geceler, kafamın peşindeyken Yaşarım neyim neysem Geceler geceler, istemem yarın olsun Olsun geceler dolsun yine Geceler geceler, kafamın peşindeyken Yaşarım neyim neysem Geceler geceler, istemem yarın olsun Olsun geceler dolsun yine Kızmışım ben, kızmışım bi' daha Hırslıyım kaybettiğim şeyler hâlâ beynimin bir kenarında Bir bar taburesi üstünde, 2Pac'ın öldüğü yaşta Bunalım döngüsü başlar, bunalıp döktüğün yaşlar Geceler hepsinin özü, bebeler gezer her şehrin idolü Ezhel eğer meselen yaşamak ise Kaçarak yaşamak niye? Yaşamak şatafat gibi Yaşamak aramak bi' şey, aramak savaşmak için Başarmak kafanda biter bu yazarak anlatılmaz Geceler akla sığmaz, olurum yarasa Olurum tam bir vampir Alacakaranlığa yaparım bungee jumping Gecem siyahi daha iyi Ne olabilir ki Rap: fon müziğiyken hayatımın hep Gecelerdeyim son günüme dek Son güne denk gelecek gece bekçisi Ezhel hep Esrarın da etkisiyle ışık daha parlak Çekilir nefesler Karanlıktan yolum, yönüm, yıldızlar ve sesler Ay güneşten daha güzel Geceler geceler, kafamın peşindeyken Yaşarım neyim neysem Geceler geceler, istemem yarın olsun Olsun geceler dolsun yine Geceler geceler, kafamın peşindeyken Yaşarım neyim neysem Geceler geceler, istemem yarın olsun Olsun geceler dolsun yine",3104934,"Geceler",195369,"Ezhel","https://genius.com/Ezhel-geceler-lyrics","https://images.genius.com/63a313b1f1b0750bf922f8e6ad59ecd7.960x960x1.jpg",2017-05-29,897531,12,"https://genius.com/artists/Ezhel",347600,"Müptezhel","https://genius.com/albums/Ezhel/Muptezhel",NA,NA,1,1,"single","person","Ömer Sercan İpekçioğlu","Ankara","Ankara","1990-07-01"
"4",4,"Dedim ki bu kız kaçmaz Gördüğüm anda onu dedim ""Kaçmaz!"" Mantığım duygularıma der ""Yapma!"" ""Bakmaz bu kız dönüpte sana bakmaz!"" İmkansız, be hayrola Bu kalp ona doğru atıp durur dedim ""Sercan dikkat et sakın kaybolma"" Kabullenmem lazım da imdat nasıl? Nasıl olur bu kız benim imkansızım (B-B-Bugy) İmkansızım, imkansızım Çıktı lanet kadın teki vicdansızın Oo, derdim neydi, derdinden başka Ettirdin beni isyan kızım Çok insafsızsın, insafsızsın Çok güzelsin lanet olsun insan mısın? Oo, derdim neydi, derdinden başka Yüzünde benleri tane tane Türkü gibi bi' kadın ve şahane Daha ne kadar güzel olunabilir ah be abi Burnu fındık, ağzı kahve Kül oldum yandım yani Ay, su, toprak, güneş, hava ve yıldızlar Adını haykırıp derler ""Hırsız var!"" Çaldın kalbim, kaldım dımdızlak Bu nasıl olur aşığım sırılsıklam Sesi kulaklarımda hiç duymamış olmama rağmen Düşün ki seni göremedim bi' kere daha ben Bu yüzden içimde matem halen Madden manen bittim kabullendim yok ki çarem Ne insafsız ne vicdansızsın, ilhamımsın, ilhamımsın İmkansızlığından isyancıyım İnsaf be, imdat be, insaf kızım O benim imkansızım, imkansızım Çıktı lanet kadın teki vicdansızın Oo, derdim neydi, derdinden başka Ettirdin beni isyan kızım Çok insafsızsın insafsızsın Çok güzelsin lanet olsun insan mısın? Oo, derdim neydi, derdinden başka Gece rüyalarımda gündüz düşümde Hüznüm bi' dövme gibi üzgün yüzümde Mümkün mü gülmek aşka düştüğünde Günde yüz kere düşünmek seni büsbüyük bi' külfet Ay ay, platonik Durumum kötü kötü komediden daha komik Bakar mı senin gibi serseriye lan o hiç? Yakarım şehrimi alsın asker ya da polis Bu derdi çekmeden daha iyidir lan hapis Tek dostum cannabis ve alkol Sarhoş olmamak aşık olmaktan daha zor Farkında olmalıyım durumumun maalesef Aşk oyunu nedir bile bile lades hep Kafamı duvarlara vuruyorum lan eşek diye Bu bebe nasıl böyle aşık Fazlasıyla kaptırdım sorunum bu Rüyada gördüğün kıza hiç aşık olunur mu? İmkansızım, imkansızım Çıktı lanet kadın teki vicdansızın Oo, derdim neydi, derdinden başka Ettirdin beni isyan kızım Çok insafsızsın insafsızsın Çok güzelsin lanet olsun insan mısın? Oo, derdim neydi, derdinden başka",3267725,"İmkansızım",195369,"Ezhel","https://genius.com/Ezhel-imkanszm-lyrics","https://images.genius.com/7f145b90797a79ee97a92ed4c3ca35ec.1000x1000x1.jpg",2017-11-17,748406,9,"https://genius.com/artists/Ezhel",NA,NA,NA,NA,NA,1,1,"single","person","Ömer Sercan İpekçioğlu","Ankara","Ankara","1990-07-01"
"5",5,"Güneşi gülüşüne nasıl sığdırdın? Döndürür kalbimi çöle Gözünden akan yağmurlar Döndürür çölleri sele Saçına kopan fırtınalar Eserken ruhumda hâlâ Dediler: ""Bu kız neymiş?"" Dedim: ""Felaket, felaket!"" Felaket Bu kız bi' afet, bi' afet Gözün gözüme değse Kopar kıyamet kıyamet Yarattın dünyamda zelzele Hâlâ sallanır bu hergele Kaybettim kalbimi ben yine Ah felaket, felaket Bombalar yağar bu şehre seviştiğimizde Darbeler vurur ruhuma Seni düşünüp her içtiğimde maddeler Susarım sana, konuşamam açım, susarım sana Seni bana, beni sana hiç anlatamadım çok Fırtınaların koptu, dalgaların boğdu Yalanlarım çoğaldı Yarınlarım lavlarının en altında kaldı Hiddetinin şimşeği tüm şiddetiyle çarptı Ne özleminin yüceliği uçurumdan farklı Ne yüzde biri kadar cehennemin sana rahat Evim, çatım, pencerem, kapım, şu başımdan uçtu Gök yere düştü, sıyrıldı sıtkı Fena, fena pek Hem aşk, hem lanet Her an devam hep Bela ve zahmet Felaket Bu kız bi' afet, bi' afet Gözün gözüme değse Kopar kıyamet, kıyamet Yarattın dünyamda zelzele Hâlâ sallanır bu hergele Kaybettim kalbimi ben yine Ah felaket, felaket",4069574,"Felaket",195369,"Ezhel","https://genius.com/Ezhel-felaket-lyrics","https://i.genius.com/7186b2dd45a92275a8dc8cde4e6c0731178ce1ad?url=https%3A%2F%2Fs15.directupload.net%2Fimages%2F190131%2Fdsvf93ik.jpg",2019-02-01,778399,4,"https://genius.com/artists/Ezhel",NA,NA,NA,NA,NA,1,1,"single","person","Ömer Sercan İpekçioğlu","Ankara","Ankara","1990-07-01"
"6",6,"Ey, ey, ey Ey, ey, ey Ey, ey, ey Ey, ey, ey Young Sop! Çek bi' duman bana dön bunu Her tadan aklını kaybedecek (ey) Harmanım içmedim 10 gündür Bu durum beni mahvedecek (ey) Senin her türün ayrı bi zevk Mary Jane, Mary Jane, Mary Jane Seni istiyorum yanımda her gün Bu durum beni mahvedecek (skrrt) Çek bi' duman bana dön bunu Her tadan aklını kaybedecek (ey) Harmanım içmedim 10 gündür Bu durum beni mahvedecek (ey) Senin her türün ayrı bi zevk Mary Jane, Mary Jane, Mary Jane Seni istiyorum yanımda her gün Bu durum beni mahvedecek (skrrt) Mary, Mary, Mary Yanımda gezdiririm onu kesin (hey) Derin, derin, derin mevzular açtırır bana yeşil (kes) Mary, Mary, Mary O benimle yatar her gün çünkü eşim (wifey) Böyle bi sürtüğün yoksa üzgünüm çünkü o bambaşka bişi Kafamı dağıtır çünkü sinirlendirir beni itin teki (puşt) Kafamı dağıtır boşalırım ağzına biraz daha geç kesin (whow) Bonguna sadık adamlar Khontkar Burry Soprano Barry (hey) Aklını alır duman çünkü ağır takılır ortam bizim (haha) Her çeşit var, (hey) Ne istedin söyle bi' daha (bi' daha) O iyice yapar kafanı eminim kıyak (kıyak) Her kesim var ortamda çünkü hepsi ister bi' daha (bi' daha) Bi tadına bak vazgeçemezsin asla bana inan Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary Çek bi' duman bana dön bunu Her tadan aklını kaybedecek (ey) Harmanım içmedim 10 gündür Bu durum beni mahvedecek (ey) Senin her türün ayrı bi zevk Mary Jane, Mary Jane, Mary Jane Seni istiyorum yanımda her gün Bu durum beni mahvedecek (skrrt) Çek bi' duman bana dön bunu Her tadan aklını kaybedecek (ey) Harmanım içmedim 10 gündür Bu durum beni mahvedecek (ey) Senin her türün ayrı bi zevk Mary Jane, Mary Jane, Mary Jane Seni istiyorum yanımda her gün Bu durum beni mahvedecek (skrrt)",3583967,"Mary Jane (Ft. Burry Soprano)",59532,"Khontkar","https://genius.com/Khontkar-mary-jane-lyrics","https://images.genius.com/d06f9481e4a100b2fc78040d2317e810.873x873x1.jpg",2018-03-10,849123,3,"https://genius.com/artists/Khontkar",409876,"Puffin Like An Animal 3 : Back to the Streets","https://genius.com/albums/Khontkar/Puffin-like-an-animal-3-back-to-the-streets",NA,NA,3,1,NA,NA,NA,"Izmir","Izmir",NA
"7",7,"Sıfır sıkıntı, sıfır sıkıntı! Peşindeyiz hepsinin, bırakmayız kırıntı Kafam yüksek gezerim gözlerimde ışıltı Oluyoruz çıkıntı çünkü sıfır sıkıntı! Sıfır sıkıntı, sıfır sıkıntı! Sokakta siren sesi,telefonda hışırtı Neden böyle yaptınız? Canımız çok sıkıldı Sıfır sıkıntı, sıfır sıkıntı! Sistemi sikiyim anlattıklarım bildiklerimle alakalı Kovalarız bu sokaklarda fiyakalı Sokayım riyakarların aklındakı kalın düşünce tuğlalarını Kurtarma yarını kafanda anı yaşa, ilk kural bu dayı Bir tutam çabayı yerle bir edenler Aslında bakarsan sonunda derbeder olanlar Merkezi kimseye değil İlk etapta kendine soranlar burada İst Trip Şeyho Noisart Zadex Muşta Islah edilir düşmanlar hızla Karaköy şebeke kovalar hızla bitch Sen yalan ol kıskan Trip Çete, alev aldı 7Tepe! Sözlerimiz bir reçete; dumanaltı nesillere Dolaşır üstünde beatin rodeo Yine mi yönümüz ghetto Trip Istanbul bu ve de yanında Şeyho Bu Ehl-i Babylon Teosofik algım dumanlanan ruhum kurar Bütün bağlantılar spiritüel Bu beyaz bulutlar, yok yavaş cocuklar Hız ibresi artar bu müzik ritüel! Düzen değil kuzen ama hep kafamız güzel Junky kankilerle, funky partilerde Bambi munchies, herkes katil harbiden! İçimde tutamam nefesim Biz yaptık kırıldı hevesin Her yer keleş, biraz da beleş Yakala birini delek Kafalar gide gele çekilecek Kapa kepenkleri Trip gelecek Ateş vur dur yak Kafa kırık bak Kalanı yok et hemen Gecenin tribi gelir en tepeden Yala yala paradan Sabah sabah kanakan Kara Karaköyüm lan Arapcami ghettoman Delirmişler ya da bizi delirtcekler Siz-biz demeyecekler mahkum edip ezecekler Üstünde gökyüzü bak ayağının altında dünya Eğitim okulda olmaz çocuk bir çık sokağa Aaaa sss! Müfredatı cahilleşmek üzerine Orta parmak kaldır boktan dünya düzenine Üzerine sürüyoruz üzerine Tony Montana gibi sizi düzerim he! Bro high five trip thug life Hayat half life size large Gemi batmaz bu limanda Wack inanmaz delik açmaz Ama şaşmaz hedef hep tek Bu gece de itlik serserilik Sadece uyardık terslemedik Bu bi' ön sunum aga ama ders demedik Kapa kapıları, bacadan giricem bi' kerede İkileme düşüp kafa gider yine dikine de Piyasada bitirime gerek olduğundan bur'dayım Punchları sapladım etine de MC, DJ, B-boy, Writer Rızla sigara grinder Trip, Şeyn, Muşta street fighter Sahnende bırak lan mic’ı Sıfır sıkıntı, sıfır sıkıntı! Peşindeyiz hepsinin, bırakmayız kırıntı Kafam yüksek gezerim gözlerimde ışıltı Oluyoruz çıkıntı çünkü sıfır sıkıntı! Sıfır sıkıntı, sıfır sıkıntı! Sokakta siren sesi,telefonda hışırtı Neden böyle yaptınız? Canımız çok sıkıldı Sıfır sıkıntı, sıfır sıkıntı! Yo! Yedim kafayı Moruk hadi bir beat aç Geçirelim iki laf Kaçacaksan Amerika'ya sür geçsin gemileri filikan Açık denizlere dalıp derinlere demir at Etkiledi seni Şam Di mi? Yeni nesil yepisyeni tarz Hezimeti keyif verir, ekip has Ve bilesin en piçleri Şehinşah, Şehinşah, Şehinşah! Sevme beni, unut beni Tanıma sakın ha Ufuk değil Estetik parası ayarlasam Yollardım konsere Mestefe'yi Deli gibi yaz Seni bi silah yapar elindeki mic Seni bi kral yapar Beni militan, hepimiz için iyi bir trip var ederiz arz Ve başladı bizim istila! Speedy Mustafa stili, sikeyim şirketlerinizi Reddettik sisteminizi, düz tutamaz denge beni Üstüme giydim pezevenk gömleğimi Sen para ver rap’e ben böbreğimi Pembe bereni bordoya boya bari Sikleyelim ne dediğini Severim çiğköfte ve milkshake Miden bulanmasın gevşek Yeditepe İstanbul Trip Gang Yerin altına ineriz yükselerek Yürü Allah versin ! Uber'de ""Au revoir merci"" çal Karaköy tarifeler gaddar Sıkıntı çift sıfır amcıklar Serseri günahsız veletti, şeytan da bir aralar melekti Sikik dünya düzenine kafa tutmam için sadece para değil gerekli Huzur çoktan semtimde emekliydi İstanbul Trip bu Karaköy hood ( hood hood ) Muşta sokakta Şeyho da yanımda flexteydi Noisart yine bizle beat’te O zaman parçaya hadi hit de N'aparsam yapayım çıkmaz ki başım bu her türlü beladan git be Sanıyor rahatım baya kitle, iki gün part çalış günüm bit be Hip-Hop 15 senedir omzumda olacak parlayan en güzel rütbe Sıkıntıya ziyan, gecelere firar Beyaz yaka kirlenir, sokakları arar Verdiğim karar, Hip-Hop bana kariyer Azim bu kültüre yıkılmaz bariyer S.A. Karayel kuzeyin batısında Her daim adım var Rap'in çatısında İki yakasında bu şehrin esamemiz; Bu yüzden yırtıcı bi' biraz ifademiz Belli mesafemiz hırsızlara Bir de biz talibiz yine yıldızlara Küs şansına sen küs şansına Düşece'z biz kabus olup aklına Too Much'ı tahtına mühürledik Hadi buradan yol alın homeboylar İsmimi bilir benim, her şehirde emin olun ki B-Boylar Sıfır sıkıntı, sıfır sıkıntı! Peşindeyiz hepsinin, bırakmayız kırıntı Kafam yüksek gezerim gözlerimde ışıltı Oluyoruz çıkıntı çünkü sıfır sıkıntı! Sıfır sıkıntı, sıfır sıkıntı! Sokakta siren sesi,telefonda hışırtı Neden böyle yaptınız? Canımız çok sıkıldı Sıfır sıkıntı, sıfır sıkıntı!",3638899,"Sıfır Sıkıntı (Ft. Şehinşah, Muşta & SvA)",674393,"İstanbul Trip","https://genius.com/Istanbul-trip-sfr-sknt-lyrics","https://images.genius.com/d40292a8f40b9cae80144976d8c007a4.1000x1000x1.jpg",2018-04-09,417704,35,"https://genius.com/artists/Istanbul-trip",534736,"110","https://genius.com/albums/Istanbul-trip/110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,"Sana sorsam uzağım kendimden Başımı alır giderim her savaşta Beni uzak Tut Yaralı Kalbimden Kanatır Kırarım Üzerim Tek Bakışta Hiç ışık yok farkındayım Beni bu gün ayık Beni bu gün ayılt Hey sen dalgın kadın Beni bu gün ayılt Bana biraz sarıl İçine düşmüş karanlıkların Bu serseri mayın Beni bu gün ayık Arıyorum ama artık kayıp Bu okyanustayım Benim batan kayık Hiç ışık yok farkındayım Beni bu gün ayık Beni bu gün ayılt Hey sen dalgın kadın Beni bu gün ayılt Bana biraz sarıl İçine düşmüş karanlıkların Bu serseri mayın Beni bu gün ayık Arıyorum ama artık kayıp Bu okyanustayım Benim batan kayık Günler süren saniyeler kalbimin ritimleri bozuk Kötü haberlerin ben miyim nedeni Küçük hesaplar peşinde bütün bildiklerim Sikik hesaplar peşinde bütün bildiklerim Sabahın karanlığında cebimden çıkan şu para Yaklaş gözlerimde yaşam belirtisi ara I·llegal çarelerle gel yanıma Terk edilmiş köpeklerden özgür değiliz dünyada O zaman ver şIşeyi Dünyadan hızlı döndüm gezegenler kusar seni Elimde hiç olmayan nedenler var çekil geri Bak film çekilir gibi bak pimim çekili benim Kulak ver sen onların sesine Karamsarlık zannettiğin lanet farkındalık neyse Döndü Işıklarım kırmızıdan yeşile Dinle sakın düşme dostum Işıkların peşine Hiç ışık yok farkındayım Beni bu gün ayık Beni bu gün ayılt Hey sen dalgın kadın Beni bu gün ayılt Bana biraz sarıl İçine düşmüş karanlıkların Bu serseri mayın Beni bu gün ayık Arıyorum ama artık kayıp Bu okyanustayım Benim batan kayık Bembeyaz bi' sayfa; güzel sözleri içinde yatırmış, siyahlara batırılıp kefen giydirmiş",3324388,"Hiç Işık Yok (Ft. Melek Mosso)",331629,"No. 1","https://genius.com/No-1-hic-isk-yok-lyrics","https://images.genius.com/877a9c01aded88af1abe19aa79a45199.1000x1000x1.jpg",2017-12-11,409397,2,"https://genius.com/artists/No-1",326960,"Siyah Bayrak","https://genius.com/albums/No-1/Siyah-bayrak",NA,NA,5,1,"single","person","Can Bozok","Denizli","Denizli","1988-"
"9",9,"Milyon, milyon, milyon tane problem Milyon, milyon, milyon tane problem (Milyon, milyon, milyon tane problem) Prob- problem (Problem) Yah, yah, yah Milyon, milyon, milyon tane problem Ben kedi yumak hayat (ey) Misyon vizyon sadece nefes almak Neşe fazla, sebep ara Diril ölüp ölüp eve kadar Limbo gömün gömün gene yaşar Kaset dönüp dönüp başa sarar Temelsiz dayanaklar Kaybolmak aramaktan Yeterli paralar kazansam hapsolmam anama ya! Harcamalar kafa kafaya Yağar lapa lapa fatura kafama Babamın bi' lafı yok, başımın çaresi yok bakayım Ayaktayım, haplarla dayanmalıyım da gelir zor (ey) Bağla canavara nafaka (ey) Asla anlaşmaya yanaşma (ey) Zaten o parayı kazansam (ey) O zaman sayardı adamdan Kaybedecek hiçbi' bokun olmayınca kaybetmen imkânsızdır Dava açarsan aç, atanan avukat vakama bakar Mahkemem vicdanımdır Allah'ım yarattıkların cacık Yaşamaktansa yaka paça çalarım, aradıkları açık Bulamazlar arasalar da karanlık tarafındayım Ay'ın Yasalar kasar uğraşamam adamım, anlattıklarım açık Davamız darağacına çıkarır Darladı dayattıkları tavır Aşılamakta hayat damarıma hınç Açıklayamaz bana savaşı kralın Ayıklayaca'z Haşhaşi Marşı çalıp Azımsanmaz derecede net! Geceyi becerircesine yaşa Şerefinle çiğne yasa Denetimde nice salak Gezeriz şehirde rahat Gereğinden bile rahat Ellerimde çiçek açar Eksenimde nice kaşar Serseri denilen adam yeterince piçe baba Rap denince diğer embesiller işe yarar Ben ise yakar geçerim içlerinden İşte sanat, gerisi vasat Değişmez amaç; aç hepsine savaş Milyon, milyon, milyon tane replik Milyon tane Haze iç İçiyo'z outdoor-indoor lanetlendik Lan ha gayret Az maharet Diziyo'n ipe, yo, bahane hep İzmir'de hipnoz kokulu birçok apakay yiyo' karakterden Yiyo', yiyo', yiyo' malzemeden Yiyo', vazgeçmiyo' maddelerden İş koy, fark etmiyo' mahalleden Diyo' ""Mahvediyor hayat denen aramakta neden?"" Ya neden aramaksa? Kaybolmak has amaçsa O zaman arda bakma Karma-marma Sal lan arama mâna para yarat bana rahatlatacak kadar Yaşananlara şaşar anlatsam; şaka sanar yaşamaya Hatalar babamdan bana kalan Kaça kaça Alsancak'ta yaşlanacak faça Arkadaşlıklar parçalanamaz Sanarsın yalnızlık paylaşılmaz, aç kalana kadar (ey) Ama varsa para çantada (ey) Anlam aramaya harcama (ey) Oyna kazanmayan atlara (ey) Şartlanmakta kafa batmaya Canımın amcığı çeker alırım line'ı Gene karışık aklım ""Alıştım artık"" demem aşırı kahrım Epey yapıcı tavrım Yapıştır yansın Turu şaşırıp aldım Yo, bu kaçıncı yanlış? Ufuk umarsız Apo çalışır halsız, uyur huyu bu n'apsın? Aşağıdan havaya (Aşağıdan havaya) Kaynak yap araya (Kaynak yap araya) Ahbaplar yan yana aç ya da kavgada Kaypaklar arkada (Kaypaklar arkada) Rastlarsan ya bana anlatma palavra Davranma parana (Davranma parana) Paçavran alamaz Yaratmak bana has Çalmazsa yazamaz Sanatsa safsata mağazadan al Sabahtan akşama çal barlarda Anlatsan anlamaz mankafa kavramaz Yaklaşan savaşta almazsan saf; Pastadan pay alamayanlardan ya da şansa bala yaşayan mallardan farkın kalmayacak Kavramsal kargaşan, kaygın katlanacak Artık avlayan av (ey) Avlanan avcı Milyon milyoooon Milyon milyoooon Milyon milyon, milyon milyon Problem, problem",3934610,"Milyon",92219,"Şehinşah","https://genius.com/Sehinsah-milyon-lyrics","https://images.genius.com/c61998d929fa962447b7ef2c3d4ab24b.400x400x1.jpg",2018-09-30,432377,23,"https://genius.com/artists/Sehinsah",443288,"Anjio","https://genius.com/albums/Sehinsah/Anjio",NA,NA,6,1,NA,NA,NA,"Istanbul","Istanbul",NA
